Subject,Course_Number,Course_Code,Title,Credits,Description,Requisites,Equivalent_To,Additional_Information,Repeatable,Other_Notes,Description_HTML
ERTH,350,ERTH 350,Structural Geology,3 Credits,"Description, analysis, and origin of geologic structures including faults, folds, and tectonites. Focus on kinematic and dynamic analysis of deformation of earth materials.",Prereq: ERTH 318; ERTH 311 or ERTH 332.,,,,,"<p class=""courseblockdesc"">
Description, analysis, and origin of geologic structures including faults, folds, and tectonites. Focus on kinematic and dynamic analysis of deformation of earth materials.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=ERTH%20318"" onclick=""return showCourse(this, 'ERTH 318');"" title=""ERTH 318"">ERTH 318</a>; <a class=""bubblelink code"" href=""/search/?P=ERTH%20311"" onclick=""return showCourse(this, 'ERTH 311');"" title=""ERTH 311"">ERTH 311</a> or <a class=""bubblelink code"" href=""/search/?P=ERTH%20332"" onclick=""return showCourse(this, 'ERTH 332');"" title=""ERTH 332"">ERTH 332</a>.<br/>
</p>"
ERTH,351,ERTH 351,Structural Geology Problems,1 Credit,Exercises in solving structural geology problems using orthographic and stereographic projection techniques. Problems emphasize calculating stress and strain from structural markers.,Coreq: ERTH 350.,,,,,"<p class=""courseblockdesc"">
Exercises in solving structural geology problems using orthographic and stereographic projection techniques. Problems emphasize calculating stress and strain from structural markers.<br/><b>Requisites:</b> Coreq: <a class=""bubblelink code"" href=""/search/?P=ERTH%20350"" onclick=""return showCourse(this, 'ERTH 350');"" title=""ERTH 350"">ERTH 350</a>.<br/>
</p>"
ERTH,352,ERTH 352,Structural Geology Laboratory and Field,1 Credit,"Collection and interpretation of field and map data for structural analysis. Includes field trips, map and cross-section generation, and some computer-based exercises.",Coreq: ERTH 350.,,,,,"<p class=""courseblockdesc"">
Collection and interpretation of field and map data for structural analysis. Includes field trips, map and cross-section generation, and some computer-based exercises.<br/><b>Requisites:</b> Coreq: <a class=""bubblelink code"" href=""/search/?P=ERTH%20350"" onclick=""return showCourse(this, 'ERTH 350');"" title=""ERTH 350"">ERTH 350</a>.<br/>
</p>"
ERTH,353,ERTH 353,Geologic Hazards,4 Credits,"A hands-on study of natural hazards, their physical processes and geography, and their impact on societies worldwide including recent occurrences of natural disasters. This course is accessible and to individuals interested in Geosciences, Geography, and Environmental Science.",Prereq: ERTH 101 or ERTH 201.,,Science Area,,,"<p class=""courseblockdesc"">
A hands-on study of natural hazards, their physical processes and geography, and their impact on societies worldwide including recent occurrences of natural disasters . This course is accessible and to individuals interested in Geosciences, Geography, and Environmental Science.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=ERTH%20101"" onclick=""return showCourse(this, 'ERTH 101');"" title=""ERTH 101"">ERTH 101</a> or <a class=""bubblelink code"" href=""/search/?P=ERTH%20201"" onclick=""return showCourse(this, 'ERTH 201');"" title=""ERTH 201"">ERTH 201</a>.<br/><b>Additional Information:</b><br/> Science Area<br/>
</p>"
ERTH,363,ERTH 363,Computational Tools for Earth Sciences,4 Credits,"Introduction to computational tools vital to the work of Earth scientists, including data management and analysis, algorithms, basic programming, computational environments, and visualization.",Prereq: MATH 251Z.,,,,,"<p class=""courseblockdesc"">
Introduction to computational tools vital to the work of Earth scientists, including data management and analysis, algorithms, basic programming, computational environments, and visualization.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=MATH%20251Z"" onclick=""return showCourse(this, 'MATH 251Z');"" title=""MATH 251Z"">MATH 251Z</a>.<br/>
</p>"
ERTH,399,ERTH 399,Special Studies: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,401,ERTH 401,Research: [Topic],1-21 Credits,Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,403,ERTH 403,Thesis,1-6 Credits,A written document resulting from study or research and submitted as a major requirement for a degree.,Prereq: earth sciences honors or senior thesis students only.,,,Repeatable 3 times for a maximum of 6 credits,,"<p class=""courseblockdesc"">
A written document resulting from study or research and submitted as a major requirement for a degree.<br/><b>Requisites:</b> Prereq: earth sciences honors or senior thesis students only.<br/><b>Repeatable 3 times for a maximum of 6 credits</b><br/>
</p>"
ERTH,405,ERTH 405,Reading and Conference: [Topic],1-21 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,406,ERTH 406,Field Studies: [Topic],1-6 Credits,A series of practical experiences on or off campus to understand principles or develop skills in performing selected tasks.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A series of practical experiences on or off campus to understand principles or develop skills in performing selected tasks.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,407,ERTH 407,Seminar: [Topic],1-5 Credits,"A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,408,ERTH 408,Laboratory Projects: [Topic],1-12 Credits,An experience in a lab setting in which a group of students focus on skills development rather than content master.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An experience in a lab setting in which a group of students focus on skills development rather than content master.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,409,ERTH 409,Terminal Project,1-12 Credits,A presentation incorporating the knowledge and skills acquired from course work completed for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A presentation incorporating the knowledge and skills acquired from course work completed for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,410,ERTH 410,Experimental Course: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,410L,ERTH 410L,Experimental Course: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
ERTH,416,ERTH 416,Geophysical and Environmental Sensors,4 Credits,"This experiential course will provide students an introduction to sensors, microcontrollers, automation, data collection and programming from the perspective of sensing the Earth and the environment.",Prereq: MATH 252Z; ERTH 363 or CS 122.,,,,,"<p class=""courseblockdesc"">
This experiential course will provide students an introduction to sensors, microcontrollers, automation, data collection and programming from the perspective of sensing the Earth and the environment.<br/><b>Requisites:</b> Prereq:  <a class=""bubblelink code"" href=""/search/?P=MATH%20252Z"" onclick=""return showCourse(this, 'MATH 252Z');"" title=""MATH 252Z"">MATH 252Z</a>; <a class=""bubblelink code"" href=""/search/?P=ERTH%20363"" onclick=""return showCourse(this, 'ERTH 363');"" title=""ERTH 363"">ERTH 363</a> or <a class=""bubblelink code"" href=""/search/?P=CS%20122"" onclick=""return showCourse(this, 'CS 122');"" title=""CS 122"">CS 122</a>.<br/>
</p>"
ERTH,418,ERTH 418,Earth and Environmental Data Analysis,4 Credits,"Tools-based instruction in data analysis for earth and environmental scientists. Topics include descriptive statistics, visualization, uncertainty analysis, hypothesis testing, regression, time series, and directional data.",Prereq: MATH 246 or MATH 251Z.,,,,,"<p class=""courseblockdesc"">
Tools-based instruction in data analysis for earth and environmental scientists. Topics include descriptive statistics, visualization, uncertainty analysis, hypothesis testing, regression, time series, and directional data.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=MATH%20246"" onclick=""return showCourse(this, 'MATH 246');"" title=""MATH 246"">MATH 246</a> or <a class=""bubblelink code"" href=""/search/?P=MATH%20251Z"" onclick=""return showCourse(this, 'MATH 251Z');"" title=""MATH 251Z"">MATH 251Z</a>.<br/>
</p>"
ERTH,420,ERTH 420,Geocommunication,3 Credits,"Scientific writing and presentations for the geological sciences. Focus on writing scientific papers and proposals, preparing oral and visual presentations.",,,,,,"<p class=""courseblockdesc"">
Scientific writing and presentations for the geological sciences. Focus on writing scientific papers and proposals, preparing oral and visual presentations.<br/>
</p>"
ERTH,423M,ERTH 423M,Introduction to Space Physics,4 Credits,Course explores the interaction of the solar wind with the Earth's magnetosphere using fundamental plasma physics supported and motivated by spacecraft observations. Students will gain an understanding of the physics governing the interaction building from single particle plasma motion to specific observation supported examples.,"Prereq: PHYS 253, MATH 282.",PHYS 423M,,,,"<p class=""courseblockdesc"">
Course explores the interaction of the solar wind with the Earth's magnetosphere using fundamental plasma physics supported and motivated by spacecraft observations. Students will gain an understanding of the physics governing the interaction building from single particle plasma motion to specific observation supported examples.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=PHYS%20253"" onclick=""return showCourse(this, 'PHYS 253');"" title=""PHYS 253"">PHYS 253</a>, <a class=""bubblelink code"" href=""/search/?P=MATH%20282"" onclick=""return showCourse(this, 'MATH 282');"" title=""MATH 282"">MATH 282</a>.<br/><b>Equivalent to:</b> <a class=""bubblelink code"" href=""/search/?P=PHYS%20423M"" onclick=""return showCourse(this, 'PHYS 423M');"" title=""PHYS 423M"">PHYS 423M</a><br/>
</p>"
ERTH,434,ERTH 434,Vertebrate Paleontology,4 Credits,"Evolution of vertebrates, including ourselves, based on fossil evidence. Physical and other evolutionary constraints are addressed, and lab exercises provide practical experience.",Prereq: ERTH 103 or ERTH 203.,,,,,"<p class=""courseblockdesc"">
Evolution of vertebrates, including ourselves, based on fossil evidence. Physical and other evolutionary constraints are addressed, and lab exercises provide practical experience.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=ERTH%20103"" onclick=""return showCourse(this, 'ERTH 103');"" title=""ERTH 103"">ERTH 103</a> or <a class=""bubblelink code"" href=""/search/?P=ERTH%20203"" onclick=""return showCourse(this, 'ERTH 203');"" title=""ERTH 203"">ERTH 203</a>.<br/>
</p>"
